trans_period,DevelopmentRegion,RegionalDistrict,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,no_foreign,sum_FMV_foreign,mn_FMV_foreign,md_FMV_foreign,add_tax_paid
2017-09-01,Mainland/Southwest,METRO VANCOUVER,6220,6092,57,27,21,44,1741,2661,44,1497,119,33,53,33,5,2,2,6125331610,984780.0015,640000,141849141.8,10885,315,269308344.6,854947.1256,570000,24878313.54
2017-09-01,Mainland/Southwest,SQUAMISH-LILLOOET,269,250,9,3,4,1,72,96,22,43,6,1,4,1,12,0,1,188927193.3,702331.5736,560000,3275920.76,8720,NA,NA,NA,NA,NA
2017-09-01,Mainland/Southwest,SUNSHINE COAST,133,117,19,0,1,0,69,17,1,10,3,0,0,3,12,0,1,71781646.4,539711.6271,449000,1143201.06,6490,NA,NA,NA,NA,NA
2017-09-01,Nechako & North Coast,BULKLEY-NECHAKO,102,92,28,1,1,5,49,6,0,2,4,3,0,1,4,1,1,20205973.34,198097.7778,195000,260534.73,1950,NA,NA,NA,NA,NA
2017-09-01,Nechako & North Coast,KITIMAT-STIKINE,61,55,8,2,1,0,43,1,0,0,6,4,0,2,0,0,0,15056808.42,246832.9249,190250,203222.22,1870,NA,NA,NA,NA,NA
2017-09-01,Nechako & North Coast,NORTH COAST,32,29,2,1,0,0,24,2,0,0,3,3,0,0,0,0,0,6294000,196687.5,185000,80068,1875,NA,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,183,125,20,1,5,0,91,6,0,2,13,11,0,2,0,44,1,49983258.03,273132.5575,216812,730523.51,2200,NA,NA,NA,NA,NA
2017-09-01,Rest of province,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,53793288.04,537932.8804,376950,NA
2017-09-01,Thompson/Okanagan,CENTRAL OKANAGAN,730,712,20,6,3,2,350,220,2,109,11,4,2,5,0,3,4,419907165.3,575215.2949,473562.5,6819123.3,6801,11,13017800,1183436.364,552000,NA
2017-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,283,267,50,5,5,2,157,30,1,17,6,3,0,3,9,0,1,96079600.91,339503.8901,300000,1397998.2,3900,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,NORTH OKANAGAN,276,268,20,4,6,1,165,58,0,14,6,3,1,2,0,2,0,130750921.9,473735.2243,390000,2041666.25,5660,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,352,328,30,6,4,1,173,72,3,39,3,2,0,1,6,15,0,147362536.8,418643.5703,360000,2189999.32,4579,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,430,420,25,1,4,1,305,58,0,26,6,5,0,1,1,1,2,150143031.1,349169.8397,339572.06,2015410.34,4300,NA,NA,NA,NA,NA
2017-09-01,Unknown,UNKNOWN,128,111,0,0,0,0,10,6,4,91,7,0,1,6,3,3,4,81967022.62,640367.3642,472500,1480274.29,7450,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,225,216,29,1,3,2,159,15,3,4,3,2,0,1,4,1,1,104855400,466024,358000,1676626.5,4800,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,968,954,48,6,5,11,436,321,3,124,8,4,0,4,1,3,2,603050652.5,622986.2113,499950,9733675.89,7600,48,31547724.5,657244.2604,512500,NA
2017-09-01,Vancouver Island/Coast,CENTRAL COAST-MOUNT WADDINGTON,49,44,4,0,0,1,30,9,0,0,3,3,0,0,1,0,1,7374466,150499.3061,134000,88678.66,1340,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COMOX VALLEY,258,249,13,2,2,0,137,51,3,41,5,0,4,1,4,0,0,101653361.7,394005.2779,348900,1427777.89,4675,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COWICHAN VALLEY,270,265,22,3,2,5,182,29,0,22,3,2,0,1,1,1,0,122511233.8,453745.3104,390000,1861090.06,5325,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,NANAIMO,449,435,14,3,2,3,298,81,9,25,11,8,1,2,3,0,0,200060627.1,445569.3255,427000,3023826.73,6200,22,17313960,786998.1818,562125,NA
2017-09-01,Vancouver Island/Coast,POWELL RIVER,117,93,20,0,0,1,67,3,0,2,1,0,1,0,1,0,22,36555324.67,312438.6724,270000,542303.86,2917.2,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,STRATHCONA,149,147,6,0,0,2,113,26,0,0,1,1,0,0,1,0,0,51093854.6,342911.7758,325000,712127.08,4360,NA,NA,NA,NA,NA
2017-10-01,Cariboo,CARIBOO,243,223,63,3,1,2,130,22,0,2,11,7,0,4,7,2,0,52435678.9,215784.6868,190000,677348.2,1850,NA,NA,NA,NA,NA
2017-10-01,Cariboo,FRASER-FORT GEORGE,301,279,49,0,1,1,176,17,0,35,11,6,0,5,2,9,0,90857596.43,301852.4798,254600,1231141.43,2680,NA,NA,NA,NA,NA
2017-10-01,Kootenay,CENTRAL KOOTENAY,193,179,38,6,1,0,105,27,0,2,7,6,0,1,2,4,1,58245079.61,301787.9773,240000,857117.23,2700,NA,NA,NA,NA,NA
2017-10-01,Kootenay,EAST KOOTENAY,251,234,15,5,0,1,146,55,0,12,3,3,0,0,12,0,2,70884940.29,282410.1207,245000,992840.43,2640,NA,NA,NA,NA,NA
2017-10-01,Kootenay,KOOTENAY BOUNDARY,184,173,24,2,2,0,109,31,2,3,1,0,0,1,9,1,0,49228080.26,267543.9145,230000,657203.44,2500,NA,NA,NA,NA,NA
2017-10-01,Mainland/Southwest,FRASER VALLEY,935,891,23,7,18,7,432,327,10,67,36,15,2,19,2,4,2,508797145.1,544168.0696,455000,8126114.35,6598,13,9514246.14,731865.0877,524000,NA
2017-10-01,Mainland/Southwest,METRO VANCOUVER,5760,5517,59,21,15,36,1710,2661,47,968,229,115,46,68,6,3,5,6092922014,1057798.961,684999.5,137851021.6,11600,190,217102431.2,1142644.375,699000,18924393.48
2017-10-01,Mainland/Southwest,SQUAMISH-LILLOOET,231,208,9,3,0,2,50,92,19,33,8,4,1,3,15,0,0,241696438.2,1046304.927,600000,5095376.32,9620,NA,NA,NA,NA,NA
2017-10-01,Mainland/Southwest,SUNSHINE COAST,128,124,21,0,0,0,85,16,0,2,1,1,0,0,3,0,0,73080823.95,570943.9371,502500,1203497.88,7990,NA,NA,NA,NA,NA
2017-10-01,Nechako & North Coast,BULKLEY-NECHAKO,132,112,26,2,2,1,74,4,0,3,7,6,0,1,3,10,0,31996199.99,242395.4545,174250,501746.42,1742.5,NA,NA,NA,NA,NA
2017-10-01,Nechako & North Coast,KITIMAT-STIKINE,59,52,5,2,0,2,40,2,1,0,3,3,0,0,0,0,4,11957787.14,202674.3583,165000,143756.3,1600,NA,NA,NA,NA,NA
2017-10-01,Nechako & North Coast,NORTH COAST,34,32,6,1,0,0,25,0,0,0,2,2,0,0,0,0,0,8017651,235813.2647,225000,108703.01,2500,NA,NA,NA,NA,NA
2017-10-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,154,117,19,6,2,0,79,2,0,9,9,6,0,3,3,23,2,38826459.56,252119.8673,219865,534607.28,2275,NA,NA,NA,NA,NA
2017-10-01,Rest of province,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,115444857.7,1358174.796,335000,NA
2017-10-01,Thompson/Okanagan,CENTRAL OKANAGAN,689,667,18,1,8,4,342,193,2,99,12,9,2,1,2,2,6,401234319.3,582342.9889,499800,6588029.81,7500,13,8175900,628915.3846,455000,NA
2017-10-01,Thompson/Okanagan,COLUMBIA SHUSWAP,261,238,56,0,6,0,143,17,0,16,9,6,1,2,10,1,3,85513376.18,327637.4566,312500,1185160.17,3500,NA,NA,NA,NA,NA
2017-10-01,Thompson/Okanagan,NORTH OKANAGAN,294,283,21,2,6,0,173,63,0,18,6,4,2,0,3,2,0,118853816.6,404264.6821,374500,1774047.32,5380,NA,NA,NA,NA,NA
2017-10-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,342,308,28,4,4,3,152,83,2,32,16,10,0,6,7,8,3,158975358.4,464840.2292,342300,2617225.61,4710.7,NA,NA,NA,NA,NA
2017-10-01,Thompson/Okanagan,THOMPSON-NICOLA,445,405,26,7,4,9,273,49,0,37,10,8,0,2,10,11,9,171881186,386249.8562,325000,2693830.55,3800,NA,NA,NA,NA,NA
2017-10-01,Unknown,UNKNOWN,41,39,0,0,0,0,8,12,5,14,0,0,0,0,1,1,0,14473139.67,353003.4066,276500,204434.65,3500,NA,NA,NA,NA,NA
2017-10-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,232,221,27,3,1,0,168,13,1,8,7,5,2,0,3,0,1,101184755.5,436141.1874,320000,1586302.03,4275,NA,NA,NA,NA,NA
2017-10-01,Vancouver Island/Coast,CAPITAL,797,771,31,7,3,16,385,275,7,47,24,17,4,3,1,1,0,628633400.2,788749.5611,580000,11815332.96,9284,37,25274483.05,683094.1365,670000,NA
2017-10-01,Vancouver Island/Coast,CENTRAL COAST-MOUNT WADDINGTON,59,56,3,0,0,0,31,22,0,0,2,1,0,1,1,0,0,9240590,156620.1695,95000,114959.9,950,NA,NA,NA,NA,NA
2017-10-01,Vancouver Island/Coast,COMOX VALLEY,242,235,19,1,1,0,142,50,8,14,6,3,3,0,0,1,0,98277092.36,406103.6874,377500,1392380.31,5000,NA,NA,NA,NA,NA
2017-10-01,Vancouver Island/Coast,COWICHAN VALLEY,264,251,23,7,0,1,171,34,1,14,9,4,4,1,0,3,1,121038711.7,458479.9686,392500,1891744.4,5550,NA,NA,NA,NA,NA
2017-10-01,Vancouver Island/Coast,NANAIMO,498,459,13,6,2,6,293,101,3,35,32,15,3,14,3,0,4,248960535.2,499920.7534,421950,3963207.87,5900,16,11030595.24,689412.2025,467500,NA
2017-10-01,Vancouver Island/Coast,POWELL RIVER,75,72,9,0,0,2,57,2,0,2,1,1,0,0,2,0,0,25375820.21,338344.2695,310500,357689.54,4100,NA,NA,NA,NA,NA
2017-10-01,Vancouver Island/Coast,STRATHCONA,164,160,22,3,1,0,104,25,0,5,2,2,0,0,1,0,1,56549468.59,344813.8329,300000,820185.67,3845,NA,NA,NA,NA,NA
