"Geographic code","Geographic name, english","Geographic name, french","Population centre size group, english","Population centre size group, french","Type of population centre, english","Type of population centre, french","Province / territory, english","Province / territory, french","Geographic code, Province / territory","Additional province code","Population, 2016","Incompletely enumerated Indian reserves and Indian settlements, 2016","Population, 2011","2011 adjusted population flag","Population, % change","Total private dwellings, 2016","Private dwellings occupied by usual residents, 2016","Land area in square kilometres, 2016","Population density per square kilometre, 2016",
"0899","Strathroy","Strathroy","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Secondary core","Noyau secondaire","Ontario","Ontario",35,,14401,F,14391,T,0.1,5922,5815,11.81,1219.3,
"0901","Sturgeon Falls","Sturgeon Falls","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,6798,F,6672,F,1.9,3227,3095,5.83,1165.5,
"0904","Sudbury","Sudbury","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Ontario","Ontario",35,,88054,F,87950,T,0.1,44251,40098,75.93,1159.7,
"0905","Summerside","Summerside","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Prince Edward Island","Île-du-Prince-Édouard",11,,13814,F,13872,T,-0.4,6509,6103,14.84,930.8,
"0907","Sussex","Sussex","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,5298,F,5148,T,2.9,2635,2456,10.35,511.8,
"0908","Sutton","Sutton","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,7531,F,6694,T,12.5,3451,2976,12.23,615.8,
"0910","Swan Hills","Swan Hills","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,1275,F,1413,T,-9.8,698,523,2.39,532.7,
"0911","Swan River","Swan River","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,3964,F,3865,T,2.6,1918,1796,6.26,633.7,
"0912","Swift Current","Swift Current","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Saskatchewan","Saskatchewan",47,,16022,F,15091,T,6.2,7438,6960,12.09,1325.6,
"0913","Cape Breton - Sydney","Cape Breton - Sydney","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Nova Scotia","Nouvelle-Écosse",12,,29904,F,30175,T,-0.9,14460,13415,29.43,1016.0,
"0914","Sydney Mines","Sydney Mines","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Nova Scotia","Nouvelle-Écosse",12,,12823,F,12964,T,-1.1,5913,5611,18.09,708.7,
"0915","Sylvan Lake","Sylvan Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Alberta","Alberta",48,,14942,F,12436,T,20.2,6710,5664,9.58,1559.3,
"0916","Taber","Taber","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,8548,F,8199,F,4.3,3420,3195,15.81,540.8,
"0919","Tavistock","Tavistock","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,2955,F,2784,F,6.1,1141,1127,2.71,1090.2,
"0920","Témiscaming","Témiscaming","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1361,F,1299,T,4.8,759,640,1.30,1048.6,
"0922","Terrace","Terrace","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","British Columbia","Colombie-Britannique",59,,13663,F,13395,T,2.0,5825,5492,19.47,701.6,
"0925","Thamesford","Thamesford","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,2116,F,1953,T,8.3,825,822,2.76,766.4,
"0927","The Pas","The Pas","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,5368,F,5364,T,0.1,2305,2063,5.25,1022.1,
"0928","Thessalon","Thessalon","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1175,F,1140,T,3.1,562,508,1.93,607.7,
"0929","Thetford Mines","Thetford Mines","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Quebec","Québec",24,,16174,F,16440,T,-1.6,8324,7896,14.77,1094.9,
"0930","Thompson","Thompson","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Manitoba","Manitoba",46,,12878,F,12074,T,6.7,5210,4671,7.88,1633.3,
"0932","Thornbury","Thornbury","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,2485,F,2363,T,5.2,1500,1143,3.79,655.1,
"0934","Three Hills","Three Hills","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,3078,F,3018,T,2.0,1246,1175,3.13,981.9,
"0935","Thunder Bay","Thunder Bay","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Ontario","Ontario",35,,93952,F,95251,T,-1.4,45168,42088,71.40,1315.8,
"0936","Thurso","Thurso","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2533,F,2198,T,15.2,1191,1115,2.69,942.7,
"0938","Tilbury","Tilbury","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,4768,F,4675,T,2.0,2001,1938,4.14,1150.4,
"0939","Tillsonburg","Tillsonburg","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Ontario","Ontario",35,,15594,F,14933,T,4.4,7188,7020,15.18,1027.3,
"0943","Tisdale","Tisdale","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,3136,F,3074,T,2.0,1596,1429,2.80,1118.8,
"0944","Toronto","Toronto","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Ontario","Ontario",35,,5429524,F,5144412,T,5.5,2059207,1967380,1792.99,3028.2,
"0945","Tottenham","Tottenham","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,5143,F,4720,F,9.0,1950,1898,3.04,1691.9,
"0946","Tracadie-Sheila","Tracadie-Sheila","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,3184,F,3135,T,1.6,1540,1388,6.03,527.7,
"0952","Trois-Pistoles","Trois-Pistoles","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,3058,F,3253,T,-6.0,1624,1478,3.58,853.1,
"0953","Trois-Rivières","Trois-Rivières","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Quebec","Québec",24,,114203,F,112626,T,1.4,59235,54919,72.23,1581.2,
"0955","Truro","Truro","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Nova Scotia","Nouvelle-Écosse",12,,22954,F,22470,T,2.2,11266,10486,29.89,768.0,
"0957","Tweed","Tweed","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1701,F,1614,F,5.4,795,748,2.60,654.3,
"0959","Ucluelet","Ucluelet","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,1576,F,1525,T,3.3,789,691,2.67,590.5,
"0960","Unity","Unity","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,2475,F,2306,T,7.3,1127,1071,2.41,1026.5,
"0963","Uxbridge","Uxbridge","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Secondary core","Noyau secondaire","Ontario","Ontario",35,,11832,F,11709,T,1.1,4447,4395,15.45,765.9,
"0965","Val-d'Or","Val-d'Or","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Quebec","Québec",24,,25541,F,25023,T,2.1,12363,11808,23.80,1073.1,
"0968","Valcourt","Valcourt","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1806,F,2003,T,-9.8,904,822,2.64,683.9,
"0969","Vallée-Jonction","Vallée-Jonction","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1268,F,1254,T,1.1,597,573,1.06,1195.4,
"0970","Valley East","Valley East","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,17451,F,17343,T,0.6,6556,6410,25.67,679.8,
"0971","Salaberry-de-Valleyfield","Salaberry-de-Valleyfield","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Quebec","Québec",24,,39048,F,38323,T,1.9,18599,17911,32.60,1197.9,
"0972","Valleyview","Valleyview","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,1421,F,1409,T,0.9,663,587,1.56,909.5,
"0973","Vancouver","Vancouver","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","British Columbia","Colombie-Britannique",59,,2264823,F,2124443,T,6.6,944471,883021,876.44,2584.1,
"0974","Vanderhoof","Vanderhoof","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,1979,F,1980,T,-0.1,850,820,2.92,677.6,
"0975","Vankleek Hill","Vankleek Hill","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1742,F,1789,T,-2.6,856,811,2.23,780.5,
"0976","Varennes","Varennes","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Secondary core","Noyau secondaire","Quebec","Québec",24,,20575,F,20300,T,1.4,8032,7890,10.18,2021.8,
"0980","Vegreville","Vegreville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,5436,F,5440,T,-0.1,2617,2334,4.68,1161.7,
